t,U
0.00319,3.08760738
0.00320,1.50587565
0.00321,-1.09894595
0.00322,-0.24070191
0.00323,0.23811219
0.00324,0.93453839
0.00325,-0.93481705
0.00326,-0.70389628
0.00327,0.78920922
0.00328,1.37087653
0.00329,-0.70203981
0.00330,0.00405047
0.00331,-1.12725577
0.00332,0.33254850
0.00333,-0.31256861
0.00334,-0.50857192
0.00335,0.47157708
0.00336,-1.05277075
0.00337,0.63222198
0.00338,-1.73158005
0.00339,0.80943663
0.00340,-0.72478944
0.00341,0.70824422
0.00342,-0.31281195
0.00343,0.33567447
0.00344,-0.21516419
0.00345,-1.75408121
0.00346,0.86041631
0.00347,0.75992985
0.00348,0.87569432
0.00349,-1.67597294
0.00350,-0.88272267
0.00351,-1.53466545
0.00352,0.03336520
0.00353,1.26521055
0.00354,-0.71703339
0.00355,0.79377234
0.00356,-0.28093862
0.00357,0.32727056
0.00358,1.19784584
0.00359,1.22640230
0.00360,0.68332514
0.00361,-1.34621760
0.00362,0.42154617
0.00363,0.14590943
0.00364,-0.22976103
0.00365,-0.79881657
0.00366,-0.56509917
0.00367,-1.30365775
0.00368,-0.39547596
0.00369,1.77246411
0.00370,-0.87795608
0.00371,-0.31757026
0.00372,-1.04827122
0.00373,-0.57128741
0.00374,-1.54206387
0.00375,-0.70713540
0.00376,-0.95750098
0.00377,1.16047679
0.00378,-0.28540729
0.00379,0.32812110
0.00380,0.56051390
0.00381,-1.00546422
0.00382,1.29029344
0.00383,-0.60952925
0.00384,-0.61149744
0.00385,1.76192627
0.00386,-0.46942111
0.00387,0.85537130
0.00388,0.33187266
0.00389,0.88856143
0.00390,-0.28842323
0.00391,-0.52259292
0.00392,1.45922403
0.00393,0.87676088
0.00394,-0.39890073
0.00395,0.28900093
0.00396,-0.23280266
0.00397,-1.71045130
0.00398,0.34927386
0.00399,-0.19541374
0.00400,0.70653215
0.00401,0.06256984
0.00402,1.16087452
0.00403,-1.10760800
0.00404,-0.94920200
0.00405,-0.67469771
0.00406,-0.70000781
0.00407,0.11940452
0.00408,-0.93682106
0.00409,-0.34897959
0.00410,0.14414141
0.00411,-0.14738145
0.00412,-0.24111146
0.00413,-0.60160813
0.00414,-0.16649731
0.00415,0.49667715
0.00416,-1.29838616
0.00417,-0.70157543
0.00418,-0.00518717
0.00419,-1.37296506
0.00420,0.40569796
0.00421,-0.30159816
0.00422,1.46848591
0.00423,0.11840514
0.00424,-1.81364862
0.00425,-0.78094819
0.00426,0.46196512
0.00427,0.75880534
0.00428,-0.70426257
0.00429,-0.67373812
0.00430,1.52980406
0.00431,1.60514115
0.00432,1.91113121
0.00433,-0.24320806
0.00434,0.44376086
0.00435,0.57353945
0.00436,-1.09666180
0.00437,-0.84369471
0.00438,0.21687663
0.00439,0.32769900
0.00440,0.83190103
0.00441,0.73073837
0.00442,0.42125862
0.00443,1.02999241
0.00444,-0.98642330
0.00445,0.50737337
0.00446,2.07354588
0.00447,-0.59955705
0.00448,0.84177559
0.00449,1.10129432
0.00450,-0.19136820
0.00451,0.62617947
0.00452,0.59305751
0.00453,1.31770197
0.00454,-2.76347974
0.00455,1.02087443
0.00456,1.90205531
0.00457,0.29613517
0.00458,-0.28427934
0.00459,0.25419870
0.00460,-0.47531298
0.00461,-0.86851063
0.00462,0.95251453
0.00463,0.43920026
0.00464,1.20842606
0.00465,-0.20726323
0.00466,-1.76189342
0.00467,0.62078708
0.00468,1.88807212
0.00469,0.11474741
0.00470,-1.09383468
0.00471,0.97181654
0.00472,0.74937244
0.00473,0.61932535
0.00474,0.39081150
0.00475,0.34246822
0.00476,0.61222434
0.00477,-0.31444672
0.00478,0.58910457
0.00479,-0.25622908
0.00480,0.47206589
0.00481,0.03902321
0.00482,1.13451705
0.00483,1.10245534
0.00484,-0.87926056
0.00485,-0.20740606
0.00486,0.94816776
0.00487,0.83083027
0.00488,-0.69069367
0.00489,0.12707016
0.00490,0.14053133
0.00491,0.60116772
0.00492,-1.04710746
0.00493,-0.80414654
0.00494,-0.47139717
0.00495,-0.29739352
0.00496,0.21499896
0.00497,-0.32693281
0.00498,-0.10801531
0.00499,-0.42792146
0.00500,0.22726572
0.00501,0.55352688
0.00502,0.25705266
0.00503,1.30321246
0.00504,0.93625414
0.00505,0.26557164
0.00506,-0.76675133
0.00507,-1.71773249
0.00508,-0.76489731
0.00509,0.09661889
0.00510,-0.91553721
0.00511,-1.04593996
0.00512,-0.91004169
0.00513,-0.38644384
0.00514,-0.42120379
0.00515,-0.34303345
0.00516,1.64403746
0.00517,0.13807651
0.00518,-0.91489386
0.00519,0.34362870
0.00520,-0.04036038
0.00521,0.06779638
0.00522,-0.58539792
0.00523,0.40568276
0.00524,-0.08343549
0.00525,0.83577763
0.00526,0.23513123
0.00527,0.85454999
0.00528,0.63908142
0.00529,-1.23908336
0.00530,-0.53446772
0.00531,0.29202757
0.00532,0.16183851
0.00533,-0.80184932
0.00534,2.16167220
0.00535,-0.04320315
0.00536,1.22668924
0.00537,-0.81850575
0.00538,-0.16285625
0.00539,-0.19151695
0.00540,-0.16378007
0.00541,-0.40834735
0.00542,-0.13791060
0.00543,-0.56040485
0.00544,2.07161142
0.00545,1.21057588
0.00546,-0.56488119
0.00547,-0.70096807
0.00548,0.83009929
0.00549,-3.47168087
0.00550,-0.01032094
0.00551,0.57347133
0.00552,0.19858808
0.00553,-1.75531558
0.00554,0.98396177
0.00555,0.47465718
0.00556,0.89989338
0.00557,-2.25857791
0.00558,1.54990021
0.00559,-0.69758003
0.00560,0.82204641
0.00561,0.27957566
0.00562,0.30710349
0.00563,-0.81352991
0.00564,0.75934259
0.00565,0.27915866
0.00566,1.04433926
0.00567,-1.12809443
0.00568,0.38327806
0.00569,-0.28532191
0.00570,0.17166347
0.00571,-0.31768997
0.00572,-0.98876697
0.00573,-0.74678145
0.00574,1.74879799
0.00575,-1.09903119
0.00576,1.22557938
0.00577,1.48266713
0.00578,-1.00553211
0.00579,-0.44575251
0.00580,0.07225637
0.00581,1.44715576
0.00582,-0.93643381
0.00583,0.15101896
0.00584,-1.64331228
0.00585,2.73507434
0.00586,1.13543877
0.00587,-1.68955631
0.00588,0.77560736
0.00589,0.56563169
0.00590,0.64576193
0.00591,0.09415698
0.00592,0.53251959
0.00593,-0.95065342
0.00594,0.76724238
0.00595,1.10958983
0.00596,-0.81217530
0.00597,0.67020804
0.00598,0.55847793
0.00599,0.78832019
0.00600,0.05049056
0.00601,-0.40824045
0.00602,-0.36964902
0.00603,1.88397352
0.00604,-0.35197148
0.00605,-0.97503118
0.00606,-1.65399986
0.00607,1.05696487
0.00608,0.22701985
0.00609,1.89992787
0.00610,-0.75104689
0.00611,-0.78436488
0.00612,0.89751864
0.00613,0.05180662
0.00614,-0.48803168
0.00615,0.08568351
0.00616,-0.23877530
0.00617,0.91542194
0.00618,-0.03057525
0.00619,-0.70309650
0.00620,1.12112325
0.00621,0.12645257
0.00622,1.81159771
0.00623,0.17881708
0.00624,-1.98039305
0.00625,0.60404039
0.00626,-1.78021035
0.00627,-0.32253737
0.00628,-1.91685131
0.00629,-0.02570404
0.00630,-1.30805696
0.00631,0.40651213
0.00632,0.00338745
0.00633,0.03937795
0.00634,-1.52753217
0.00635,-0.08542469
0.00636,-1.08666731
0.00637,1.03079357
0.00638,0.97751648
0.00639,0.82822053
0.00640,1.53878312
0.00641,0.31599583
0.00642,1.38648785
0.00643,1.53974505
0.00644,-0.90647387
0.00645,-0.17723759
0.00646,0.84492159
0.00647,-0.94722648
0.00648,0.87137920
0.00649,-0.08064712
0.00650,0.41465658
0.00651,0.71821820
0.00652,0.05480962
0.00653,-2.40546550
0.00654,1.53707756
0.00655,1.41766361
0.00656,0.12485528
0.00657,-1.82146476
0.00658,1.18908547
0.00659,-0.51962994
0.00660,-0.07541809
0.00661,0.90857504
0.00662,-1.28428854
0.00663,2.23830661
0.00664,-0.51216979
0.00665,-1.26407479
0.00666,1.72288235
0.00667,-0.44761251
0.00668,1.21934099
0.00669,-0.86894402
0.00670,0.10889808
0.00671,-0.44322028
0.00672,-1.89742133
0.00673,0.38058530
0.00674,1.06395750
0.00675,0.37878200
0.00676,0.71116097
0.00677,0.10731125
0.00678,-0.54988559
0.00679,1.17408610
0.00680,0.61068674
0.00681,0.01958648
0.00682,1.08255454
0.00683,-0.25619397
0.00684,-0.42134329
0.00685,0.35965642
0.00686,-0.90065984
0.00687,0.80604218
0.00688,0.55557706
0.00689,-2.15782765
0.00690,1.22724068
0.00691,2.59359271
0.00692,-0.48664407
0.00693,0.58639405
0.00694,1.26998746
0.00695,0.06263506
0.00696,1.30319103
0.00697,0.92240284
0.00698,-1.25310744
0.00699,0.62438659
0.00700,-1.61091687
0.00701,1.21164106
0.00702,-0.74926288
0.00703,0.91173737
0.00704,-0.15609192
0.00705,1.25762059
0.00706,-0.59684541
0.00707,-0.84390592
0.00708,-0.56935296
0.00709,-0.24169789
0.00710,0.11344336
0.00711,1.43502021
0.00712,-0.01862174
0.00713,0.42668715
0.00714,1.03249553
0.00715,-0.18003583
0.00716,0.91825414
0.00717,1.30052211
0.00718,0.06699644
0.00719,-1.13525244
0.00720,-1.34998463
0.00721,1.04713740
0.00722,-0.85179792
0.00723,-1.79808406
0.00724,1.31433153
0.00725,0.64760461
0.00726,0.16114981
0.00727,1.81982992
0.00728,-0.32660675
0.00729,0.67525151
0.00730,0.17012170
0.00731,0.36894929
0.00732,-0.99821813
0.00733,1.44012610
0.00734,-0.56181678
0.00735,0.38339171
0.00736,-1.08050811
0.00737,-1.13586335
0.00738,0.00371016
0.00739,0.79428498
0.00740,-0.82917958
0.00741,-0.04495675
0.00742,-0.47803132
0.00743,-0.17647801
0.00744,0.70385162
0.00745,-0.32046343
0.00746,1.60329745
0.00747,0.11496249
0.00748,0.54881974
0.00749,-0.03282449
0.00750,-0.02068947
0.00751,-0.44451826
0.00752,1.22178432
0.00753,-0.03786350
0.00754,-1.64639837
0.00755,0.36567378
0.00756,-0.10249789
0.00757,0.62427674
0.00758,-0.42189319
0.00759,-0.34078214
0.00760,0.81641321
0.00761,-0.38141723
0.00762,0.79637804
0.00763,0.60808648
0.00764,0.22521826
0.00765,-1.34406396
0.00766,-1.30903496
0.00767,-2.73453442
0.00768,-0.03376543
0.00769,-0.66346850
0.00770,-1.32689132
0.00771,-0.33935565
0.00772,-0.01872107
0.00773,-0.87112349
0.00774,-0.77660988
0.00775,0.96731142
0.00776,0.49017451
0.00777,-2.03177455
0.00778,-0.30823434
0.00779,-0.94084604
0.00780,-0.94864297
0.00781,-1.10669039
0.00782,0.49654120
0.00783,-0.32505501
0.00784,-0.44099291
0.00785,-0.49283539
0.00786,-0.49182745
0.00787,0.06010810
0.00788,0.26390558
0.00789,-0.87413574
0.00790,-0.15051818
0.00791,-0.47252104
0.00792,1.13279188
0.00793,-0.03578038
0.00794,-1.19248033
0.00795,-1.15920512
0.00796,-1.69043031
0.00797,-0.39344993
0.00798,-1.29372899
0.00799,-2.30725547
0.00800,1.65854764
0.00801,-0.65430052
0.00802,1.08306487
0.00803,0.09986383
0.00804,1.52917995
0.00805,1.57533024
0.00806,1.36742719
0.00807,1.58677128
0.00808,0.92173873
0.00809,-0.00279838
0.00810,-1.54532193
0.00811,-0.43782895
0.00812,0.86110054
0.00813,0.26641029
0.00814,-1.02623573
0.00815,-1.66069945
0.00816,0.15045634
0.00817,0.58972380
0.00818,-0.20065879
0.00819,2.18288149
0.00820,0.21984067
0.00821,1.32687748
0.00822,0.39243281
0.00823,0.61506858
0.00824,-1.47344533
0.00825,0.17861424
0.00826,0.77980461
0.00827,0.89649156
0.00828,-0.08385293
0.00829,0.67698299
0.00830,0.46944736
0.00831,0.36895046
0.00832,0.47032595
0.00833,1.40317098
0.00834,0.87875031
0.00835,-0.11523311
0.00836,-0.93142957
0.00837,1.49678491
0.00838,0.16777595
0.00839,-1.42463113
0.00840,0.24708678
0.00841,0.67931377
0.00842,-0.50489351
0.00843,-1.63835696
0.00844,-0.74298605
0.00845,-0.29132749
0.00846,-0.12951766
0.00847,-0.36263763
0.00848,-1.89005253
0.00849,1.07393307
0.00850,1.17623159
0.00851,0.65117803
0.00852,0.59062570
0.00853,-1.17570931
0.00854,-0.69435277
0.00855,2.18235039
0.00856,-1.16134157
0.00857,1.48238856
0.00858,-1.47289991
0.00859,0.56431085
0.00860,-1.52859205
0.00861,-0.75366734
0.00862,-0.84939406
0.00863,-0.88153152
0.00864,-0.95544655
0.00865,0.38497513
0.00866,-0.44332556
0.00867,-0.34866906
0.00868,2.53079643
0.00869,-1.27537907
0.00870,1.23396399
0.00871,0.06121922
0.00872,0.39649275
0.00873,-0.80089505
0.00874,-0.27060634
0.00875,-0.78794014
0.00876,1.31278737
0.00877,2.15909565
0.00878,-2.21554383
0.00879,0.02886822
0.00880,0.28861209
0.00881,-0.76543730
0.00882,-0.44105873
0.00883,-1.53842850
0.00884,0.75721716
0.00885,1.00484645
0.00886,-0.71762608
0.00887,-0.27973230
0.00888,-1.76907665
0.00889,1.52615183
0.00890,3.14473052
0.00891,0.79330736
0.00892,0.19719035
0.00893,0.08789367
0.00894,0.57353163
0.00895,0.09117730
0.00896,-0.05359762
0.00897,0.31713043
0.00898,0.75285009
0.00899,1.11192843
0.00900,1.16207638
0.00901,-0.82142379
0.00902,-0.54882007
0.00903,1.33027056
0.00904,-1.24001810
0.00905,-0.95560136
0.00906,-0.34130300
0.00907,1.29920223
0.00908,0.24627804
0.00909,1.49555156
0.00910,-0.61490691
0.00911,0.56264565
0.00912,-1.89603158
0.00913,0.78807115
0.00914,0.21741206
0.00915,-2.13892661
0.00916,0.73179163
0.00917,-0.35899822
0.00918,-0.38032620
0.00919,0.87956065
0.00920,0.61043740
0.00921,-1.02464046
0.00922,0.27133433
0.00923,-0.50510564
0.00924,0.27431017
0.00925,0.87078536
0.00926,0.51751263
0.00927,-0.29698746
0.00928,-0.04300088
0.00929,1.68953286
0.00930,-0.27178596
0.00931,-1.51299360
0.00932,-1.23802627
0.00933,-0.13190575
0.00934,-0.28278422
0.00935,-0.84562955
0.00936,-1.26614643
0.00937,-0.58137335
0.00938,-0.03159781
0.00939,0.99500431
0.00940,2.41269396
0.00941,0.93656060
0.00942,0.19070094
0.00943,0.84358676
0.00944,-0.21146063
0.00945,-0.67402654
0.00946,0.08804958
0.00947,0.56821269
0.00948,0.49125678
0.00949,0.63625919
0.00950,-0.46665150
0.00951,0.51331573
0.00952,1.88232385
0.00953,0.43223418
0.00954,-0.30941089
0.00955,1.12791598
0.00956,-0.07475823
0.00957,-0.84945640
0.00958,1.19214788
0.00959,0.37085505
0.00960,0.67960365
0.00961,0.93070566
0.00962,-1.64386717
0.00963,1.71472948
0.00964,0.37154657
0.00965,0.42325669
0.00966,0.81469578
0.00967,0.61244642
0.00968,-0.33572761
0.00969,-1.24578437
0.00970,-0.81721465
0.00971,-0.16970922
0.00972,0.48736029
0.00973,-0.33857329
0.00974,0.83160703
0.00975,-1.15798467
0.00976,-0.41527275
0.00977,-0.41419793
0.00978,0.86059750
0.00979,0.33567650
0.00980,-0.73950745
0.00981,-1.42681868
0.00982,-1.55270560
0.00983,-1.86447589
0.00984,-0.62474678
0.00985,-0.20957791
0.00986,-1.31447460
0.00987,2.13456402
0.00988,2.11058633
0.00989,1.71197186
0.00990,-0.54260606
0.00991,0.36933898
0.00992,0.76173041
0.00993,-0.22101467
0.00994,2.80740616
0.00995,1.59218144
0.00996,0.67324553
0.00997,1.02274635
0.00998,-1.51543093
0.00999,-0.25451338
0.01000,-0.17752071
0.01001,-0.99607900
0.01002,0.93707141
0.01003,-0.18587179
0.01004,-0.90613010
0.01005,-0.79892232
0.01006,0.43946517
0.01007,0.05159545
0.01008,0.08728484
0.01009,0.81293457
0.01010,-1.07009688
0.01011,-0.18093888
0.01012,1.44269533
0.01013,0.00027531
0.01014,0.59784898
0.01015,1.79958358
0.01016,-1.10188764
0.01017,0.26012096
0.01018,-0.47790875
0.01019,0.14350089
0.01020,0.47380373
0.01021,0.95680104
0.01022,-0.48586659
0.01023,-0.31111920
0.01024,-0.28213092
0.01025,0.21970617
0.01026,0.88281892
0.01027,-1.66872681
0.01028,0.56980428
0.01029,-0.32149681
0.01030,-0.31698198
0.01031,0.46261519
0.01032,-0.65947749
0.01033,0.82578115
0.01034,-0.05935104
0.01035,1.29497631
0.01036,-1.31008482
0.01037,-0.59432150
0.01038,0.27147062
0.01039,-0.82040934
0.01040,-1.40107984
0.01041,0.30289893
0.01042,-0.99591446
0.01043,-0.38852774
0.01044,0.23243281
0.01045,-1.23219622
0.01046,-0.94021713
0.01047,0.17757025
0.01048,-0.49304059
0.01049,0.32808293
0.01050,0.80577362
0.01051,-0.98093317
0.01052,1.62829360
0.01053,-0.58932597
0.01054,-0.69783215
0.01055,-0.35983048
0.01056,0.31773946
0.01057,-2.94808953
0.01058,0.37935605
0.01059,1.99372517
0.01060,0.87559337
0.01061,0.83195215
0.01062,0.26056333
0.01063,-0.51880893
0.01064,1.04489667
0.01065,-0.86331144
0.01066,1.43067350
0.01067,0.86653572
0.01068,-0.63713517
0.01069,-0.07340071
0.01070,0.41104960
0.01071,-1.90027232
0.01072,1.28485887
0.01073,0.14589775
0.01074,0.42247242
0.01075,1.29182136
0.01076,0.99050118
0.01077,-0.32721920
0.01078,-1.21376015
0.01079,1.45227929
0.01080,-0.61317250
0.01081,0.34302388
0.01082,0.58892881
0.01083,0.12556750
0.01084,-1.12156104
0.01085,0.26123013
0.01086,-1.34852546
0.01087,-0.15100406
0.01088,0.37263025
0.01089,-0.84750924
0.01090,-1.48442779
0.01091,0.95750899
0.01092,0.37615871
0.01093,1.08348340
0.01094,-0.02320642
0.01095,-0.32372165
0.01096,0.60126354
0.01097,-0.33933717
0.01098,1.62726689
0.01099,-0.47145595
0.01100,-1.03809656
0.01101,-0.51737797
0.01102,0.24936062
0.01103,-1.08959359
0.01104,-0.48111434
0.01105,1.41211374
0.01106,-0.63676118
0.01107,0.31232858
0.01108,2.16920617
0.01109,-1.28561766
0.01110,0.12984876
0.01111,-0.60549771
0.01112,0.50624077
0.01113,1.69963264
0.01114,0.45261198
0.01115,0.87979365
0.01116,-0.03737347
0.01117,-0.08918912
0.01118,0.85542881
0.01119,0.23738953
0.01120,-1.21036390
0.01121,-1.16234465
0.01122,0.92998482
0.01123,1.78488800
0.01124,1.66410943
0.01125,1.17176684
0.01126,0.85662992
0.01127,-0.36397494
0.01128,-0.70620555
0.01129,0.99792216
0.01130,-0.16394975
0.01131,-0.92283991
0.01132,-0.67220955
0.01133,-0.12640670
0.01134,0.66453421
0.01135,0.63476413
0.01136,-0.26123303
0.01137,0.41198828
0.01138,-0.68872653
0.01139,1.93795446
0.01140,0.60273640
0.01141,1.70302410
0.01142,-1.38170206
0.01143,-1.22899963
0.01144,-0.66897812
0.01145,-0.09549303
0.01146,0.66532292
0.01147,0.47064433
0.01148,0.55376595
0.01149,-1.94298119
0.01150,-0.22622261
0.01151,-0.20484676
0.01152,-0.51634194
0.01153,1.57655112
0.01154,0.44581618
0.01155,0.59163506
0.01156,0.32127886
0.01157,-0.54009252
0.01158,-2.58782893
0.01159,0.40235083
0.01160,-0.18985268
0.01161,0.92456441
0.01162,-0.15333318
0.01163,-2.05975058
0.01164,-0.19443593
0.01165,-1.18655414
0.01166,-0.56004255
0.01167,1.31937008
0.01168,-1.22127303
0.01169,1.28949825
0.01170,-0.44814215
0.01171,-0.91093495
0.01172,0.73164277
0.01173,-0.31501532
0.01174,1.30063865
0.01175,2.74299023
0.01176,-1.40741655
0.01177,-0.13922686
0.01178,0.16903213
0.01179,0.85394433
0.01180,-1.92604734
0.01181,0.08790666
0.01182,-0.57340525
0.01183,0.59332651
0.01184,-0.48148424
0.01185,0.47148739
0.01186,-0.02157648
0.01187,0.34682988
0.01188,-0.30060298
0.01189,0.11695368
0.01190,0.00367584
0.01191,0.29737289
0.01192,1.11665039
0.01193,-0.51752854
0.01194,0.13602500
0.01195,1.30702422
0.01196,0.00967531
0.01197,2.32342248
0.01198,2.21284693
0.01199,-1.49001953
0.01200,-1.05862405
0.01201,-1.42710406
0.01202,-3.04864125
0.01203,-0.11226922
0.01204,0.48095290
0.01205,0.54605583
0.01206,-0.94076997
0.01207,1.32346972
0.01208,-1.05406790
0.01209,-0.24480751
0.01210,-0.00736784
0.01211,1.36885616
0.01212,0.86792000
0.01213,-0.05374266
0.01214,-0.43679747
0.01215,0.75575256
0.01216,1.43683653
0.01217,0.02136065
